Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Small wild game in feather,Conditions,Missing Viscera,2019-11,England,2,238697,14,0.001
Small wild game in feather,Conditions,Trauma,2019-10,England,20,173403,13,0.012
Small wild game in feather,Conditions,Trauma,2019-10,England,3868,173403,13,2.231
Small wild game in feather,Conditions,Trauma,2019-11,England,16,238697,14,0.007
Small wild game in feather,Conditions,Trauma,2019-11,England,5954,238697,14,2.494
Small wild game in feather,Conditions,Trauma,2019-12,England,461,188174,13,0.245
Small wild game in feather,Conditions,Trauma,2019-12,England,3940,188174,13,2.094
Small wild game in fur,Conditions,"Abnormal Smell, Colour",2019-10,England,15,2089,11,0.718
Small wild game in fur,Conditions,Contamination,2019-10,England,1,2089,11,0.048
Small wild game in fur,Conditions,Contamination,2019-10,England,2,2089,11,0.096
Small wild game in fur,Conditions,Trauma,2019-10,England,5,2089,11,0.239
Small wild game in fur,Conditions,Trauma,2019-10,England,2,2089,11,0.096
Small wild game in fur,Conditions,Trauma,2019-12,England,2,1195,5,0.167
Solipeds,AnteMortem,Lameness - Joint Lesion(s),2019-10,England,1,289,1,0.346
Solipeds,AnteMortem,Other,2019-10,England,7,289,1,2.422
Solipeds,AnteMortem,Other,2019-11,England,3,98,1,3.061
Solipeds,Carcase,Bruising – Traumatic,2019-11,England,1,98,1,1.02
Solipeds,Carcase,Contamination,2019-10,England,30,289,1,10.381
Solipeds,Carcase,Contamination,2019-11,England,21,98,1,21.429
Solipeds,Carcase,Other,2019-10,England,3,289,1,1.038
Solipeds,Offal,Contamination,2019-10,England,20,289,1,6.92
Solipeds,Offal,Contamination,2019-11,England,6,98,1,6.122
Solipeds,Offal,Contamination,2019-12,England,4,51,2,7.843
Solipeds,Offal,Lung Abscesses,2019-11,England,1,98,1,1.02
Solipeds,Offal,Lung Worm,2019-10,England,8,289,1,2.768
Solipeds,Offal,Other,2019-10,England,117,289,1,40.484
Solipeds,Offal,Other,2019-11,England,47,98,1,47.959
Solipeds,Offal,Other,2019-12,England,21,51,2,41.176
Solipeds,Offal,Pneumonia Mycoplasma like,2019-11,England,1,98,1,1.02
Solipeds,Offal,Pneumonia Pasteurella like,2019-10,England,7,289,1,2.422
Solipeds,Total Rejection,Other,2019-10,England,1,289,1,0.346
