Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Deer,Conditions,Cirrhosis,2017-10,England,2,434,7,0.461
Deer,Conditions,Contamination,2017-10,England,19,434,7,4.378
Deer,Conditions,Contamination,2017-11,England,24,493,9,4.868
Deer,Conditions,Contamination,2017-12,England,33,441,8,7.483
Deer,Conditions,Fascioliasis (fluke),2017-10,England,18,434,7,4.147
Deer,Conditions,Fascioliasis (fluke),2017-11,England,19,493,9,3.854
Deer,Conditions,Fascioliasis (fluke),2017-12,England,7,441,8,1.587
Deer,Conditions,Notifiable: TB - Anthrax - Foot and Mouth,2017-11,England,1,493,9,0.203
Deer,Conditions,Trauma,2017-10,England,8,434,7,1.843
Deer,Conditions,Trauma,2017-11,England,1,493,9,0.203
Deer,Conditions,Trauma,2017-12,England,4,441,8,0.907
Large Wild Game,Conditions,Contamination,2017-10,England,6,241,5,2.49
Large Wild Game,Conditions,Contamination,2017-11,England,30,501,9,5.988
Large Wild Game,Conditions,Contamination,2017-12,England,39,879,7,4.437
Large Wild Game,Conditions,Fascioliasis (fluke),2017-12,England,1,879,7,0.114
Large Wild Game,Conditions,Trauma,2017-10,England,7,241,5,2.905
Large Wild Game,Conditions,Trauma,2017-11,England,40,501,9,7.984
Large Wild Game,Conditions,Trauma,2017-12,England,174,879,7,19.795
Large Wild Game,Conditions,Warble Fly,2017-12,England,1,879,7,0.114
Small wild game in feather,Conditions,Abnormal Smell  Colour,2017-10,England,2,53778,3,0.004
Small wild game in feather,Conditions,Abnormal Smell  Colour,2017-11,England,2347,110378,6,2.126
Small wild game in feather,Conditions,Abnormal Smell  Colour,2017-12,England,1168,95358,6,1.225
Small wild game in feather,Conditions,Ascites-Oedema,2017-12,England,10,95358,6,0.01
Small wild game in feather,Conditions,Contamination,2017-10,England,35,53778,3,0.065
Small wild game in feather,Conditions,Contamination,2017-11,England,81,110378,6,0.073
Small wild game in feather,Conditions,Contamination,2017-12,England,382,95358,6,0.401
Small wild game in feather,Conditions,Emaciation-Cachexia,2017-10,England,2,53778,3,0.004
Small wild game in feather,Conditions,Emaciation-Cachexia,2017-11,England,313,110378,6,0.284
Small wild game in feather,Conditions,Emaciation-Cachexia,2017-12,England,91,95358,6,0.095
Small wild game in feather,Conditions,Peritonitis-Perihepatitis,2017-10,England,1,53778,3,0.002
Small wild game in feather,Conditions,Trauma,2017-10,England,2,53778,3,0.004
Small wild game in feather,Conditions,Trauma,2017-11,England,346,110378,6,0.313
Small wild game in feather,Conditions,Trauma,2017-12,England,741,95358,6,0.777
Small wild game in fur,Conditions,Abnormal Smell  Colour,2017-11,England,1,2082,4,0.048
Small wild game in fur,Conditions,Abnormal Smell  Colour,2017-12,England,1,4444,5,0.023
Small wild game in fur,Conditions,Contamination,2017-10,England,1,1995,2,0.05
Small wild game in fur,Conditions,Emaciation-Cachexia,2017-11,England,12,2082,4,0.576
Small wild game in fur,Conditions,Trauma,2017-11,England,1,2082,4,0.048
Small wild game in fur,Conditions,Trauma,2017-12,England,3,4444,5,0.068
Solipeds,AnteMortem,Lameness - Joint Lesion(s),2017-10,England,1,334,2,0.299
Solipeds,AnteMortem,Other,2017-10,England,4,334,2,1.198
Solipeds,AnteMortem,Other,2017-11,England,1,254,2,0.394
Solipeds,AnteMortem,Slaughtered in Lairage,2017-10,England,1,334,2,0.299
Solipeds,Carcase,Abscess Forequarters,2017-10,England,2,334,2,0.599
Solipeds,Carcase,Bruising  Traumatic,2017-10,England,2,334,2,0.599
Solipeds,Carcase,Bruising  Traumatic,2017-11,England,1,254,2,0.394
Solipeds,Carcase,Bruising  Traumatic,2017-12,England,3,204,1,1.471
Solipeds,Carcase,Contamination,2017-10,England,7,334,2,2.096
Solipeds,Carcase,Contamination,2017-11,England,12,254,2,4.724
Solipeds,Carcase,Contamination,2017-12,England,3,204,1,1.471
Solipeds,Carcase,Other,2017-10,England,5,334,2,1.497
Solipeds,Carcase,Other,2017-11,England,2,254,2,0.787
Solipeds,Offal,Contamination,2017-10,England,36,334,2,10.778
Solipeds,Offal,Contamination,2017-11,England,18,254,2,7.087
Solipeds,Offal,Contamination,2017-12,England,19,204,1,9.314
Solipeds,Offal,Hepatic Scarring,2017-10,England,2,334,2,0.599
Solipeds,Offal,Hepatic Scarring,2017-11,England,10,254,2,3.937
Solipeds,Offal,Lung Abscesses,2017-12,England,3,204,1,1.471
Solipeds,Offal,Lung Worm,2017-10,England,6,334,2,1.796
Solipeds,Offal,Lung Worm,2017-12,England,1,204,1,0.49
Solipeds,Offal,Other,2017-10,England,47,334,2,14.072
Solipeds,Offal,Other,2017-11,England,13,254,2,5.118
Solipeds,Offal,Other,2017-12,England,20,204,1,9.804
Solipeds,Offal,Pneumonia Mycoplasma like,2017-10,England,10,334,2,2.994
Solipeds,Offal,Pneumonia Mycoplasma like,2017-11,England,11,254,2,4.331
Solipeds,Offal,Pneumonia Mycoplasma like,2017-12,England,3,204,1,1.471
Solipeds,Total Rejection,Other,2017-10,England,2,334,2,0.599
Solipeds,Total Rejection,Other,2017-11,England,1,254,2,0.394
Solipeds,Total Rejection,Other,2017-12,England,1,204,1,0.49
